PERSON_TYPE,PERSON_AGE,PERSON_INJURY,EJECTION,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PERSON_SEX
Bicyclist,21-50,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Neck,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,71-100,Injured,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,None Visible,F
Occupant,51-70,Injured,Not Ejected,Back,Driver,Unknown,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Severe Bleeding,F
Pedestrian,51-70,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Abdomen - Pelvis,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,51-70,Injured,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Bicyclist,21-50,Killed,Ejected,Head,Driver,None,,,Severe Bleeding,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Bicyclist,21-50,Killed,Ejected,Entire Body,Riding/Hanging on Outside,Helmet/Other (In-Line Skater/Bicyclist),,,Internal,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt,,,Complaint of Pain or Nausea,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Unknown,,,Complaint of Pain,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Head,Driver,None,,,Fracture - Distorted - Dislocation,M
Occupant,51-70,Killed,Ejected,Chest,Driver,None,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,0-20,Injured,Not Ejected,Head,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Injured,,Unknown,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Unknown,F
Pedestrian,21-50,Killed,Does Not Apply,Head,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Internal,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,51-70,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Fracture - Distorted - Dislocation,M
Pedestrian,51-70,Killed,,Head,,,Does Not Apply,Crossing With Signal,Severe Bleeding,F
Pedestrian,71-100,Killed,,,,,,,,
Occupant,51-70,Injured,Partially Ejected,Entire Body,Driver,None,,,Fracture - Dislocation,M
Occupant,21-50,Killed,Ejected,Head,Driver,None,,,Severe Bleeding,M
Occupant,0-20,Injured,Not Ejected,Knee-Lower Leg Foot,"Middle rear seat, or passenger lying across a seat",None,,,Complaint of Pain or Nausea,M
Occupant,71-100,Injured,Not Ejected,Back,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,None Visible,F
Occupant,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Head,Driver,Air Bag Deployed/Lap Belt/Harness,,,Internal,M
Occupant,51-70,Killed,Not Ejected,Head,Driver,Air Bag Deployed/Lap Belt/Harness,,,Internal,M
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Unknown,M
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Head,Driver,Unknown,,,Concussion,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Bicyclist,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Unknown,,,Internal,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,71-100,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,M
Occupant,0-20,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain or Nausea,F
Occupant,21-50,Killed,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Internal,F
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, Marked Crosswalk",Minor Bleeding,F
Occupant,21-50,Injured,,,,,,,,
Pedestrian,71-100,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt,,,Complaint of Pain,M
Pedestrian,0-20,Injured,,,,,,,,
Bicyclist,21-50,Killed,Ejected,Head,Driver,None,,,Severe Bleeding,M
Pedestrian,51-70,Injured,,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,M
Occupant,21-50,Injured,Not Ejected,Elbow-Lower-Arm-Hand,Driver,Lap Belt & Harness,,,Minor Bleeding,F
Bicyclist,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,None,,,Contusion - Bruise,F
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,F
Bicyclist,,Injured,Not Ejected,Chest,Unknown,Unknown,,,Complaint of Pain,M
Pedestrian,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,51-70,Killed,,,,,,,,
Pedestrian,51-70,Injured,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Complaint of Pain,F
Occupant,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Internal,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Elbow-Lower-Arm-Hand,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Abrasion,M
Occupant,0-20,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Internal,M
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Pushing/Working on Car,Internal,M
Pedestrian,21-50,Injured,,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,M
Occupant,21-50,Injured,Not Ejected,Does Not Apply,Driver,Lap Belt & Harness,,,None Visible,M
Bicyclist,21-50,Killed,Ejected,Head,Driver,None,,,Internal,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Internal,M
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,F
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Driver,Unknown,,,Complaint of Pain or Nausea,F
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Neck,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Abdomen - Pelvis,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unknown,Crush Injuries,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,None Visible,F
Pedestrian,51-70,Killed,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unknown,Minor Bleeding,F
Occupant,0-20,Injured,Not Ejected,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Head,Driver,Unknown,,,Complaint of Pain,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,0-20,Killed,Not Ejected,Entire Body,"Middle rear seat, or passenger lying across a seat",None,,,Internal,M
Occupant,51-70,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,51-70,Killed,,,,,,,,
Bicyclist,21-50,Killed,Ejected,Entire Body,Driver,Helmet Only (In-Line Skater/Bicyclist),,,Crush Injuries,M
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,51-70,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Crush Injuries,F
Bicyclist,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Head,Right rear passenger or motorcycle sidecar passenger,None,,,Internal,F
Occupant,0-20,Injured,Not Ejected,Neck,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Whiplash,M
Occupant,51-70,Injured,Not Ejected,Face,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,51-70,Injured,,,,,,,,
Bicyclist,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,51-70,Injured,,Head,,,Unknown,Crossing Against Signal,Minor Bleeding,M
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,51-70,Killed,Not Ejected,Hip-Upper Leg,Driver,Lap Belt & Harness,,,Fracture - Dislocation,M
Occupant,0-20,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Internal,M
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Complaint of Pain or Nausea,F
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Internal,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,71-100,Killed,Not Ejected,Unknown,Driver,Air Bag Deployed/Lap Belt/Harness,,,Internal,F
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Unknown,,,Fracture - Dislocation,M
Occupant,21-50,Killed,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Unknown,,,Internal,M
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,F
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Severe Bleeding,M
Bicyclist,0-20,Killed,Partially Ejected,Entire Body,Driver,None,,,Crush Injuries,M
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Concussion,M
Pedestrian,51-70,Killed,,Entire Body,,,Unknown,"Crossing, No Signal, or Crosswalk",Fracture - Distorted - Dislocation,M
Occupant,51-70,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Shoulder - Upper Arm,Driver,Unknown,,,Amputation,M
Occupant,21-50,Killed,Ejected,Entire Body,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Amputation,F
Bicyclist,21-50,Injured,Not Ejected,Neck,Driver,None,,,Complaint of Pain or Nausea,M
Bicyclist,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Riding/Walking Along Highway With Traffic,Internal,M
Occupant,51-70,Killed,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Air Bag Deployed,,,Internal,F
Occupant,21-50,Killed,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Killed,Partially Ejected,Head,Driver,None,,,Crush Injuries,M
Pedestrian,21-50,Killed,,,,,,,,
Bicyclist,21-50,Killed,Ejected,Head,Driver,None,,,Internal,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Crush Injuries,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Concussion,M
Pedestrian,21-50,Injured,,Hip-Upper Leg,,,,,Internal,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Chest,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Crush Injuries,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Unknown,Unknown,Child Restraint Only,,,Unknown,F
Occupant,21-50,Killed,Ejected,Head,Driver,None,,,Crush Injuries,M
Occupant,51-70,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Bicyclist,71-100,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Whiplash,F
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,None,,,Complaint of Pain or Nausea,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Fracture - Distorted - Dislocation,F
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Crossing Against Signal,Fracture - Dislocation,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,None,,,Complaint of Pain or Nausea,M
Pedestrian,0-20,Killed,,,,,,,,
Occupant,71-100,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,51-70,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Back,Driver,Lap Belt,,,Complaint of Pain or Nausea,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Severe Bleeding,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Air Bag Deployed/Lap Belt/Harness,,,None Visible,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,51-70,Killed,Trapped,Chest,Driver,Unknown,,,Internal,F
Pedestrian,51-70,Injured,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Minor Bleeding,M
Occupant,71-100,Killed,Not Ejected,Unknown,Driver,Unknown,,,Internal,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,0-20,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Complaint of Pain,M
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain or Nausea,F
Occupant,51-70,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Injured,,Elbow-Lower-Arm-Hand,,,Does Not Apply,Getting On/Off Vehicle Other Than School Bus,Complaint of Pain or Nausea,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,F
Bicyclist,21-50,Killed,Ejected,Entire Body,Driver,Helmet Only (In-Line Skater/Bicyclist),,,Internal,F
Bicyclist,71-100,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,51-70,Killed,Not Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Pedestrian,71-100,Killed,,,,,,,,
Bicyclist,0-20,Injured,Ejected,Knee-Lower Leg Foot,Driver,Unknown,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,Abrasion,M
Occupant,51-70,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Unknown,Driver,Lap Belt & Harness,,,Unknown,M
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Severe Bleeding,M
Occupant,71-100,Killed,Not Ejected,Chest,Driver,Unknown,,,Internal,M
Occupant,51-70,Killed,Not Ejected,Chest,Driver,None,,,Severe Bleeding,M
Bicyclist,21-50,Injured,Ejected,Knee-Lower Leg Foot,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Helmet/Other (In-Line Skater/Bicyclist),,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,0-20,Injured,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Other,,,None Visible,F
Occupant,51-70,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,71-100,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Internal,M
Pedestrian,0-20,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Harness,,,Complaint of Pain,F
Occupant,51-70,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Amputation,M
Bicyclist,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,None,,,None Visible,M
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Head,Riding/Hanging on Outside,Helmet (Motorcycle Only),,,Internal,M
Occupant,0-20,Injured,Not Ejected,Neck,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,,,,,,,,
Bicyclist,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Face,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,51-70,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,71-100,Killed,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Concussion,F
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Internal,F
Pedestrian,71-100,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Complaint of Pain,F
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Head,Driver,Air Bag Deployed/Lap Belt/Harness,,,Severe Bleeding,M
Pedestrian,0-20,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Does Not Apply,Internal,F
Occupant,0-20,Injured,Not Ejected,Knee-Lower Leg Foot,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Unknown,,,Complaint of Pain,M
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,71-100,Killed,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Abdomen - Pelvis,Driver,Helmet (Motorcycle Only),,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Crossing Against Signal,Severe Bleeding,M
Occupant,51-70,Injured,Not Ejected,Head,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,None Visible,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt,,,Complaint of Pain,M
Bicyclist,21-50,Injured,Not Ejected,Neck,Driver,None,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,None Visible,M
Occupant,21-50,Killed,,,,,,,,
